ENSG00000221869	CEBP_Q3
ENSG00000221869	CEBPD_Q6
CEBP_Q3	ENSG00000121903
CEBP_Q3	ENSG00000196418
ENSG00000180806	HOXC9_01
HOXC9_01	ENSG00000221869
CEBPD_Q6	ENSG00000101057
