IRXB3_01	ENSG00000158711
MEIS1EVX1_01	ENSG00000130675
ENSG00000159387	IRXB3_01
IRXB3_01	ENSG00000092607
ONECUT3_01	ENSG00000159387
IRXB3_01	ENSG00000100968
HB9_01	ENSG00000205922
ENSG00000106038	MEIS1EVX1_01
ENSG00000205922	ONECUT3_01
IRXB3_01	ENSG00000171291
ENSG00000130675	HB9_01
